source_song,matched_song,similarity
Rusted From The Rain (Billy Talent),River Below (Billy Talent),0.9136002005106182
Kitty Litter (Placebo),Room to Breathe (You Me at Six),0.9135984128341349
Betty Blue (The 69 Eyes),Stevie (Kasabian),0.9135980881983706
The Lonely One (Alice Deejay),Ill Shut You Down (This Romantic Tragedy),0.9135964430917428
How I Became Paranoid (Cansei de Ser Sexy),Chillin (Modjo),0.9135950156854015
Pounded Into Dust (Cannibal Corpse),Mabool (the Flood) (Orphaned Land),0.913592325631104
Insekter (Kent),Die Wahrheit ist man hat uns nichts getan (Kettcar),0.9135919115528431
Watershed (Coal Chamber),Ready to Fall (Rise Against),0.9135913968885728
Detect Your Liberty (Caliban),Devastator (The Blood Brothers),0.9135896777768521
The Captive Heart (Brendan Perry),The Girl In The Other Room (Diana Krall),0.913588993154351
My Girlfriends Dead (The Vandals),Getting Smaller (Nine Inch Nails),0.9135885075074833
Hibernation Sickness Complete (Arcturus),The Dance (Within Temptation),0.9135883632953842
Crimson Thunder (HammerFall),Last Hope (Paramore),0.9135876386781075
Negative Space (Spineshank),How Can Anybody Possibly Know How I Feel? (Morrissey),0.9135873958132213
When Love Comes Close (Masterplan),Army of Me (Chimaira),0.9135868506362169
Strangled With a Halo (Pig Destroyer),Definition of Love (Neaera),0.9135867441343604
Lets Get Married (Jagged Edge),Dreadlock Holiday (10cc),0.9135850369081291
Atone (Grouper),dlp 1.3 (William Basinski),0.913584760437249
If You Want Me (Glen Hansard & Markéta Irglová),Waiting for a Friend (The Pretty Reckless),0.9135835331854832
Dimmer Light (Dead Poetic),175 (Big D And The Kids Table),0.9135830260783573
Sing Me Sweet (Matt Nathanson),Black Heart (Stooshe),0.9135811196449798
The Big Machine (Pain of Salvation),Undermined (Clan of Xymox),0.9135797279069431
The Divided Heart (Elvenking),Hudson Line (Mercury Rev),0.9135771938110002
O Valencia! (The Decemberists),Have a Nice Day (Stereophonics),0.9135760083658715
Descent (Fear Factory),Whiteliberalonwhiteliberalaction (mclusky),0.9135755650498244
Digging Your Scene (The Blow Monkeys),Duvet (bôa),0.9135740176418792
Take On Me (Cap'n Jazz),Interstate 8 (Modest Mouse),0.9135737506038636
So What (P!nk),Halfway Gone (Lifehouse),0.9135735884609291
Waste It On (Silversun Pickups),Comedia (Novembre),0.9135709926086094
Colossal (Wolfmother),I Know Where You Live (Those Dancing Days),0.9135704125115275
See the Sun (The Kooks),Everlong (Foo Fighters),0.9135688832265129
Another Innocent Girl (Alkaline Trio),Stop & Erase (Selena Gomez & the Scene),0.9135672873240603
Black Session (Katatonia),King Of Nails (Sparklehorse),0.9135665734558698
Calico (Alien Ant Farm),Little Miss Obsessive (Ashlee Simpson),0.9135633788151415
What I Have To Do (Flaw),Grain (Ghost Brigade),0.9135625010963266
How High (Madonna),Since U Been Gone (Kelly Clarkson),0.9135597408866276
Sunrise in Eden (Edenbridge),Departures (Ghost Brigade),0.9135546021641107
Invisible (Modest Mouse),Breaking Up (Charli XCX),0.9135530017939908
FM (Steely Dan),Why I Sing The Blues (B.B. King),0.9135495886026983
Sans Cosm (Sparta),Firefight (Jimmy Eat World),0.9135488573077041
Hate Every Beautiful Day (Sugarcult),Feel Good Drag (Anberlin),0.9135487685888358
Blackest Ov The Black (Behemoth),Closed Casket Requiem (The Black Dahlia Murder),0.913547239678158
Nine Lives (Edguy),Beach (Mew),0.9135468629234403
Alberta (Eric Clapton),Este Seu Olhar (Diana Krall),0.9135457920691615
What Weve Learned (mclusky),She Takes Me High (We the Kings),0.9135450466579964
Meine Welt (Lacrimosa),Life Effect (Stars),0.9135448606072852
Kindred Spirit (Deuter),The Flying Dutchman (Richard Wagner),0.9135444295154049
The Dream Seeker (Dragonland),Never Be The Same (Red),0.9135443538202701
I Really Hope (The Cranberries),Do Or Die (Papa Roach),0.9135429732188967
Tearing the Veil from Grace (Cradle of Filth),Fear Of Heights (Light This City),0.9135427499926914
La maison (Yann Tiersen),Sweet Rolling (Colleen),0.9135425057484547
Cut Here (The Cure),Surprise Surprise (Billy Talent),0.9135418585158865
Getting Smaller (Nine Inch Nails),Pioneers (Bloc Party),0.9135410897318369
St. Patricks Day (John Mayer),Return To Oz (Scissor Sisters),0.9135377011882987
Giving In (Adema),Electron (Serj Tankian),0.9135369817329692
La Posada de los Muertos (Mägo de Oz),Boys in the Band (The Libertines),0.9135364286653432
Relention (Katatonia),Finish Line (Fanfarlo),0.9135307443606937
Consumo Gusto (Ska-P),Surprise Surprise (Billy Talent),0.9135289565302545
The First Single (The Format),Lookin for a Good Time (Lady Antebellum),0.9135278234807064
Close Friends (Adema),Bhindi Bhagee (Joe Strummer and the Mescaleros),0.913524306350854
Transatlantic Foe (At the Drive-In),Youve Got to Say Yes (Embrace),0.9135233254915842
Heavy Metal In The Night (Dream Evil),My Goddess (The Exies),0.9135224846934515
What You Deserve (Ill Niño),Our Velocity (Maxïmo Park),0.9135218269674663
Brixton (Zebrahead),Forgive And Forget (Miss May I),0.9135215062669781
All In Your Head (Machine Head),Advanced Corpse Tumor (Necrophagist),0.9135200331673518
Montserrat (Orquesta Del Plata),Panamericana (Gotan Project),0.9135150312343477
Selling The Drama (Live),Make Your Move (New Found Glory),0.9135149695869396
Sociocide (Origin),Growing Storms (Wolfchant),0.9135125799885294
Pioneers (Bloc Party),The Running Free (Coheed and Cambria),0.9135124661397606
In My Heart (Moby),Get Outta My Way (Kylie Minogue),0.9135123081050235
Para Tu Amor (Juanes),Thank U (Alanis Morissette),0.9135122409013875
Death Trend Setta (Crossfade),Our Velocity (Maxïmo Park),0.913509612669763
This One (Beatsteaks),In My Arms (Kylie Minogue),0.913508642853503
Misled (Evergrey),A Little Lie (Dave Gahan),0.9135086169055572
Behind These Eyes (Eyes Set to Kill),The War Is On (coldrain),0.913508533433429
Whiskey in the Jar (Metallica),God Bless You (Black Veil Brides),0.9135072725263664
Smile Lines (Incubus),The Divided Heart (Elvenking),0.9135067663318965
Treefingers (Radiohead),No Body (Anna von Hausswolff),0.9135056440811542
Relention (Katatonia),Made to Love (John Legend),0.9135028788325757
Sing (Travis),My Sacrifice (Creed),0.9135023408424904
Final Product (Nevermore),The Church Of Hot Addiction (Cobra Starship),0.9135018851640767
Becoming Cold (216) (Mushroomhead),Holocausts (A Plea for Purging),0.9135004998925511
Rüssel An Schwanz (Wir sind Helden),I Forgive You (Kelly Clarkson),0.9134999547490237
The Serpent (Still Remains),Arctic Swarm (Immortal),0.9134987879117629
The Running Free (Coheed and Cambria),Stay Too Long (Plan B),0.9134936010538955
Deep Inside (Korn),Snake Charmer (blink-182),0.913493021351179
Convex Concave (Biffy Clyro),Gay Porn (Валентин Стрыкало),0.9134922381443608
White Cluster (Opeth),Hecatomb (Aborted),0.9134886937844194
A Bigger Mood (American Hi-Fi),Step Up (Drowning Pool),0.9134878084870852
Supergirl (Reamonn),Dark Paradise (Lana Del Rey),0.9134850922516595
Raspberry Swirl (Tori Amos),One Night Stand (The Pipettes),0.9134826282050286
Over and Over (Hot Chip),Just That Sexy (Omarion),0.9134819105850932
Undercover Martyn (Two Door Cinema Club),Cum on Feel the Noize (Quiet Riot),0.9134807626975224
Embody the Invisible (In Flames),Johnny Ringo (Crown the Empire),0.9134803273748231
Serpents Kiss (Symphony X),Raise Up (Saliva),0.9134790642435563
End of the World (Armor for Sleep),The Change (Evanescence),0.9134788420518652
Andate (Todos Tus Muertos),Childrens Story (Slick Rick),0.9134761091602678
See Through Head (The Hives),Cities And Years (Every Time I Die),0.9134751705256285
Memory (Sugarcult),Red Sam (Flyleaf),0.9134738050275792
Bring Her Down (To Crippletown) (Rob Zombie),The Giant (Anthrax),0.9134733717748933
Good Times (Finger Eleven),Pirate Song (Alestorm),0.9134721636037745
Cha Cha Twist (The Detroit Cobras),First of the Gang to Die (Morrissey),0.9134721118495359
Why Im Here (Oleander),Georges Helper (Pete Murray),0.913471280880277
Eons (311),Rollercoaster (Bleachers),0.9134710466300661
A Is For Apathy (Powerman 5000),The Scope Of Obsession (Carnifex),0.9134703396574504
Electric Tears (Buckethead),Suddenly Yours (2002),0.9134697051606767
Im Taking You With Me (Relient K),Ocean Avenue (Yellowcard),0.9134661163304905
On Your Time (Dark Tranquillity),Singled Out (New Found Glory),0.9134652221600295
So What (P!nk),The One Im Waiting For (Relient K),0.9134618775355552
Have It All (Foo Fighters),Thriller (Fall Out Boy),0.9134582072184049
Torches (Rise Against),Unlearn (Full Blown Chaos),0.9134580108645526
Double The Pain (Heaven & Hell),Kill the Light (Lacuna Coil),0.9134564136084529
Faking My Own Suicide (Relient K),It Was Mine (AFI),0.9134553958758678
Far Beyond Metal (Strapping Young Lad),This Is All I Came to Do (Dinosaur Jr.),0.9134551535382445
Calico (Alien Ant Farm),Smile Lines (Incubus),0.9134547892488363
Perseverance (Hatebreed),Will to Love (London Elektricity),0.9134531803978885
Salomé (Xandria),Astral Days (Immanu El),0.9134530783139614
Set it Off (Skindred),Get Down Moses (Joe Strummer and the Mescaleros),0.9134527030350769
Storm warning (Textures),Disciples Of The Sacred Oath II (Orphaned Land),0.9134520981188694
Makin Out (Mark Owen),Heart Heart Heartbreak (Boys Like Girls),0.913451471049897
Broken English (Rise Against),Ephemeral (Insomnium),0.9134501887703562
You Dress Up For Armageddon (The Hives),Killing Birds (Chris Cornell),0.9134495464594022
Fire Woman (The Cult),Vain Glory Opera (Edguy),0.9134480077774891
Naval Xixon (Ska-P),I Put A Spell On You (Natacha Atlas),0.9134460977646321
Twisted Mind (Avantasia),Heartache Every Moment (Him),0.9134443341797234
Over the Counter Culture (The Ordinary Boys),Brian Eno (MGMT),0.9134433247109096
Never Gonna Be The Same (Courtney Love),Last Stand (Adelitas Way),0.9134405930956697
Mar Desconocido (Pink Martini),Bye Bye Love (The Everly Brothers),0.9134375769085388
Now Youve Got Something To Die For (Lamb of God),Sadistic Magician (Municipal Waste),0.9134322282255932
Down Poison (3 Doors Down),Dead Girl Superstar (Rob Zombie),0.9134303242238561
Dont Forget Me (Red Hot Chili Peppers),Last Stand (Adelitas Way),0.91343018107835
Spirit Never Die (Masterplan),That Fire (Black Tide),0.9134279635818096
Live-In Skin (Foo Fighters),Doctors And Dealers (Dirty Pretty Things),0.913425735367662
This Guys In Love With You (Herb Alpert and the Tijuana Brass),Mooi liedje (Acda en de Munnik),0.9134236499361461
No Girl So Sweet (PJ Harvey),When I Needed You (Supergrass),0.9134222303490648
Betrayed Me (Adema),Behind These Eyes (Eyes Set to Kill),0.9134216163444087
If You Dont Like It (Cinderella),MASQUERADE (Versailles),0.913420859813291
Reza (Sepultura),The Running Board (The Dillinger Escape Plan),0.9134201127310652
Sunday Morning Call (Oasis),My Exit Unfair (mewithoutYou),0.9134196740110917
Its Electric (Metallica),She Dont Care (Descendents),0.9134180266530338
Listen Up (Oasis),Accidents (Alexisonfire),0.9134157625913194
Sound Of Drums (Kula Shaker),Minor Earth Major Sky (a-ha),0.9134126945705916
A Dozen Roses (Braid),Again I Go Unnoticed (Dashboard Confessional),0.9134122067711469
Skeleton Key (Margot & the Nuclear So and So's),This House Is a Circus (Arctic Monkeys),0.9134085350632707
Negative Space (Spineshank),Coffee Shop (Red Hot Chili Peppers),0.9134082180324778
Vapor (Skillet),Air Hostess (Busted),0.9134080155863
Your Bore (Seether),Heavy Metal In The Night (Dream Evil),0.9134076849782605
The Perpetual Knot (Elvenking),She Takes Me High (We the Kings),0.9134069681100282
Cells (The Servant),Holy Ground (Taylor Swift),0.913405500367298
End of the World (Armor for Sleep),Deadly Weapons (Eyes Set to Kill),0.9134052759752694
Forest (System of a Down),Clean Town (Mando Diao),0.9134049640173264
Logan to Government Center (Brand New),See the Sun (The Kooks),0.9134043975600008
Inverted (Gorguts),Shadow Walker (Bleeding Through),0.9134043716561785
Nothing (Why) (Dope),The Church Of Hot Addiction (Cobra Starship),0.9134036514884929
Naked in the City Again (Hot Hot Heat),Legal Man (Belle and Sebastian),0.9133997850962376
Eyes of the Tyrant (Edguy),Hopeless Host (Finch),0.9133987063052835
First Date (Danko Jones),Holding Out for a Hero (Bonnie Tyler),0.9133972692555224
Good Is Good (Sheryl Crow),For Your Own Good (Turisas),0.913394756566673
Sans Cosm (Sparta),Second Sight (Placebo),0.9133938398639262
They Say (Scars on Broadway),Ready to Fall (Rise Against),0.9133908112137712
Right About Now (Millencolin),You Guys Want One Of These? (The Flatliners),0.9133899969145446
OK (Farin Urlaub),Chase Scene (Broken Social Scene),0.9133893047712878
Its Electric (Metallica),Transgression (Fear Factory),0.9133891557648527
Tearin Us Apart (Plain White T's),Lock You Up (Charli XCX),0.9133885038183625
The Invaluable Darkness (Dimmu Borgir),Amen (Behemoth),0.9133872051036411
As We Die (Charon),Amorphous (Versailles),0.913382427758415
Blackest Ov The Black (Behemoth),Lowest of the Low (Terror),0.9133783052323109
Last Ride Together (I Love You But I've Chosen Darkness),In My Place (Coldplay),0.9133777435716296
At My Window Sad and Lonely (Billy Bragg & Wilco),In My Place (Coldplay),0.9133777380333109
Simplest Love (Edward Sharpe & The Magnetic Zeros),House of the Risin Sun (Bob Dylan),0.9133770694744423
Its Not The Same (Yppah),VINUSHKA (DIR EN GREY),0.9133742542448922
True Rulers (Common Rider),Wheels (Foo Fighters),0.9133734391135556
Hands On Me (Vanessa Carlton),Counting Stars (OneRepublic),0.913372282938308
Its All Been Done (Barenaked Ladies),Fuck You (Bad Religion),0.9133713523239969
Surma (Korpiklaani),Power Shift (Sonic Syndicate),0.913370143903473
The Quiet Things That No One Ever Knows (Brand New),Nerve Damage (Lifehouse),0.9133698492876998
Que Suerte! (Cap'n Jazz),Fornfamnad (Finntroll),0.9133692927787457
Flowers And Razorwire (Converge),False Idols (Unearth),0.913368580377025
Im Taking You With Me (Relient K),Running Out of Time (Poets of the Fall),0.9133684458085695
Midnight Queen (Nickelback),Redefine (Incubus),0.9133677251209459
Ignition (Trivium),The Siege (Eluveitie),0.9133657034887743
Starlady (Pentagram),For Reasons Unknown (The Killers),0.9133648237967413
I Really Hope (The Cranberries),Secret For A Song (Mercury Rev),0.913363346254371
There is a Light That Never Goes Out (Dum Dum Girls),Feather Of Lead (Architects),0.9133626348827018
Man On The Silver Mountain (HammerFall),Forget My Name (New Found Glory),0.9133597208379943
Deaf Forever (Motörhead),The Girl Next Door (blink-182),0.9133596368981097
Saga (Sepultura),The End Is Here (Alter Bridge),0.9133583384359758
Message to the World (Story of the Year),Listen to the Math (Tokyo Police Club),0.9133581512847798
This Celluloid Dream (AFI),Shaking (Sugarcult),0.9133579573776933
Speak to Me Bones (Land of Talk),Windstill (Nachtgeschrei),0.9133576822394396
The State (Poisonblack),Let Me Down Gently (La Roux),0.9133574945062465
Dead Man Walking (Fear Factory),The Final Word (Metal Church),0.913357274934625
Colours (Grouplove),The Blackest Crow (Megadeth),0.9133532747271408
Neon Rebels (Soilwork),Into the Night (Eyes Set to Kill),0.91335208357336
A Quiet Anthem (Aesthetic Perfection),Despair (Yeah Yeah Yeahs),0.9133516709666063
Jazz nad Wisłą (T.Love),I Just Wanna Live (Good Charlotte),0.9133504260090798
Penny on the Train Track (Ben Kweller),Roll with Me (Montgomery Gentry),0.9133491060935358
Bite My Tongue (You Me at Six),Wave (Crystal Fighters),0.9133467121161626
Instinct (Arch Enemy),Down to the Devil (Edguy),0.9133462893160844
Oh! Ellin (Gob),Pretty The World (Matt Nathanson),0.9133461576894303
Do You Right (311),JUST MAD PAIN (RENTRER EN SOI),0.9133455995718703
Monster Mash (Misfits),Straight Jacket Fashion (Chevelle),0.9133449658257807
200 Years (Dry Kill Logic),Fuel For The Fire (Ari Koivunen),0.9133449059975418
Boys On The Radio (Hole),Life Makes No Sense (The Ataris),0.9133437055017848
Broadway (Goo Goo Dolls),Kipumylly (Korpiklaani),0.9133404104581173
Late Again (MxPx),The New Black (Every Time I Die),0.9133398482064454
Nightfall (Blind Guardian),Sometimes Life Isnt Easy (Mew),0.9133389154132089
Be Somebody (Kings of Leon),Unbreakable Heart (Three Days Grace),0.9133358459723376
To Wild Homes (The New Pornographers),Got Dynamite (Demi Lovato),0.9133351328081032
All Time Lows (Hellogoodbye),That For Me (Forever the Sickest Kids),0.9133331393266242
Gotta Eat (Lupe Fiasco),Dont Work Yourself Up (Tristan Prettyman),0.9133304845800401
Whiteliberalonwhiteliberalaction (mclusky),A New Age (Xandria),0.913328066024242
Any Place But Here (Anthrax),The Last Ammunition (Deathstars),0.9133263676193403
Fly Away From Here (Aerosmith),Wessebronner Gebet (In Extremo),0.913324976868023
Fireball (Deep Purple),Naked in the Rain (Red Hot Chili Peppers),0.9133234258047594
83 (John Mayer),Young Folks (Peter Bjorn and John),0.9133227515491347
Prejudice (Soulfly),The Great Fear (Impending Doom),0.9133226305190716
Sale el Sol (Shakira),Big Girls Dont Cry (Fergie),0.9133211912022804
Cheer Up (Reel Big Fish),Standing O (Wilco),0.9133200250579838
Those Days You Felt Alive (Spitalfield),Hanging by a Thread (Billy Talent),0.9133198777899582
The Worrying Kind (The Ark),BB Good (Jonas Brothers),0.91331903803773
3x5 (John Mayer),Close Yet Far (CKY),0.9133111179506116
Cochise (Audioslave),Sancta Terra (Epica),0.9133108288262326
Son Of Man (Phil Collins),Americas Suitehearts (Fall Out Boy),0.9133107846350936
You Went Away (Tegan and Sara),You Dress Up For Armageddon (The Hives),0.9133099417281422
Wheel of Conclusion (Ulver),My Pain (Triptykon),0.9133094913372946
Für immer und ewig (Letzte Instanz),Crying Lightning (Arctic Monkeys),0.9133080709581025
She Needs My Love (Damian Marley),Staple It Together (Jack Johnson),0.9133064911995923
Put Your Records On (Corinne Bailey Rae),Meet Virginia (Train),0.9133040252535778
The Harder Ships of the World (Keren Ann),Swingin Party (Lorde),0.9133035533510766
Rose (A Perfect Circle),Voyeur (James Blake),0.9133016670584921
Holland (Sufjan Stevens),Rooks (Shearwater),0.9132978519969477
New Beginning (Trapt),Reason to Believe (Sum 41),0.9132973510364221
Testament (VNV Nation),State of Grace (Taylor Swift),0.9132957481648747
Final Product (Nevermore),Besitos (Pierce The Veil),0.9132939073364723
Bittersweet (Fuel),Kiuassault (Kiuas),0.9132937047875614
Bring Her Down (To Crippletown) (Rob Zombie),Dont Make Fun Of Daddys Voice (Morrissey),0.9132916674870177
Thieves Like Us (New Order),Signed Sealed Delivered (Im Yours) (Stevie Wonder),0.9132911478475398
Nur Du (L'Âme Immortelle),Scratch Your Name (Noisettes),0.9132890907865321
Bring Me to Life (Evanescence),Never Saw It Coming (Hoobastank),0.9132889752114117
Beer (Song) (Mustard Plug),Slight Figure Of Speech (The Avett Brothers),0.9132879043280693
The Sense (Hot Water Music),Sagrada Trobar (In Extremo),0.9132873586100444
Narcosynthesis (Nevermore),Power Shift (Sonic Syndicate),0.9132867805508039
Serpents Kiss (Symphony X),Fallen World (DragonForce),0.9132840310957071
Chiron (All That Remains),I See You (The Horrors),0.9132831379516325
Not Leavin Yet (Nickelback),To What End (Thrice),0.9132827176163495
The Final Sacrifice (Avantasia),Make Me Believe (Godsmack),0.9132818017998212
Use Me (Bill Withers),Phone Call (The Faint),0.9132817930755242
We Must Bury You (Katatonia),When Im Alone (Lissie),0.9132813728847302
Headtrip (Sevendust),Voices (Disturbed),0.9132813087740855
In The Clear (Cap'n Jazz),Honeymoon Suite (Lacuna Coil),0.9132796646927156
Smile Like You Mean It (The Killers),Carlitos Way (Upon a Burning Body),0.9132796567065448
To Live Forever (Dream Theater),All These Things That Ive Done (The Killers),0.9132794150080832
Upon This Tidal Wave of Young Blood (Clap Your Hands Say Yeah),Hell (Tegan and Sara),0.9132770012115411
Olhos Certos (Detonautas Roque Clube),Romance to the Grave (Broken Social Scene),0.9132762016293198
Night Is the Day Turned Inside Out (Beulah),You Make Me (Avicii),0.9132739213017049
Die Rose im Wasser (Subway to Sally),Fallen On Hard Times (Northern Kings),0.9132724568591587
Who Wouldve Thought (Rancid),Its all too much (YUI),0.9132705322210293
X (System of a Down),Hater (Korn),0.9132699310577042
Medium Unwell (Mad Caddies),Ooh La (The Kooks),0.9132686452373805
Alex (Girls),o (iamamiwhoami),0.9132686049353624
Sunrise in Eden (Edenbridge),Falling Away From Me (Korn),0.9132678423425744
If It Bleeds We Can Kill It (Austrian Death Machine),Martyr of the Free Word (Epica),0.9132675532234906
Shallow End (Morcheeba),Given Up (Linkin Park),0.9132637801720968
Injection (Rise Against),Elusive Reaches (Ensiferum),0.9132620615739553
Meantime (The Futureheads),Always Be (Jimmy Eat World),0.913258999336851
Looking For Love (September),Mystify (INXS),0.913257275541876
Her Ghost in the Fog (Cradle of Filth),The White Light (PsyOpus),0.9132566875743053
B.U.R.M.A. (Dirty Pretty Things),Twenty Two (Millencolin),0.9132545857366009
White Willow (Elvenking),Leaving (The Starting Line),0.9132535673172536
No Games (Breaking Benjamin),Kill the Light (Lacuna Coil),0.913251909839391
24 Hour Party People (Happy Mondays),Oh My Love (Chris Brown),0.9132504673401226
My Reply (The Ataris),Almost Golden (Courtney Love),0.9132495022652007
Messengers (Lagwagon),Ill Find You (Hundred Reasons),0.9132493054932012
Im Happy Anyway (Combichrist),Arcade (Rob Sparx),0.9132490370219378
The Places You Have Come To Fear The Most (Dashboard Confessional),Bye-Ya (Thelonious Monk),0.9132457571954246
The River Dragon Has Come (Nevermore),Marches And Maneuvers (Thursday),0.9132410721404008
Shallow End (Morcheeba),Dirty Talk (Wynter Gordon),0.9132400860765925
Bring It (Soulfly),Entertain (Sleater-Kinney),0.913238867748909
Killa (Cherish),The Cult of Romance (Fenech-Soler),0.913237826990076
Sterne sehen (Zeraphine),Honeymoon Suite (Lacuna Coil),0.9132354079853648
Jude Law and a Semester Abroad (Brand New),Id Do Anything (Simple Plan),0.9132321256427591
Dont Let Go (Weezer),College Kids (Relient K),0.9132315686119881
Song For You (Michael Bublé),On Guard (Atlas Sound),0.9132304289066886
A Devil Among The Tailors (At the Drive-In),Do Anything You Wanna Do (Eddie & The Hot Rods),0.9132302416652347
Chestnut Mare (The Byrds),Professional (The Weeknd),0.9132297738871503
All That Im Living For (Evanescence),Twisted Mind (Avantasia),0.9132295592641427
Tear (Red Hot Chili Peppers),And It Spread (The Avett Brothers),0.9132282217722443
Ride for Glory (Dragonland),The Scarecrow (Avantasia),0.9132241181248496
Entertain (Sleater-Kinney),Search And Destroy (Red Hot Chili Peppers),0.9132230792833121
Morbid Fascination of Death (Carpathian Forest),The Amen Corner (Opeth),0.9132225910337093
Friends Forever (PUFFY),Älä Kerro Meille (Teräsbetoni),0.9132212458541735
Neglected (Edgewater),To Mother Earth (Gamma Ray),0.9132201066362939
Amendment (Flaw),Bluish (Animal Collective),0.913216393545674
Scary Kids Scaring Kids (Cap'n Jazz),Dont Cry (original) (Guns N' Roses),0.9132159268720994
Indiscrete (Qntal),Song For The Broken (Close Your Eyes),0.9132147589837767
Jabberjaw (Phantom Planet),Bárbara (Los Hermanos),0.9132145602074274
Deep Inside (Korn),Walls Of Jericho (Fair to Midland),0.9132132925684451
Heavy Metal (Clap Your Hands Say Yeah),Insatiable (Atreyu),0.9132117470497219
Permanence (Static-X),Dirty Words (The Qemists),0.9132110522728869
Faithfull (Pearl Jam),Minor Earth Major Sky (a-ha),0.9132090035901148
Puddle Splashers (Cap'n Jazz),If You Dont Like It (Cinderella),0.9132085151741478
If You Could Only See (Tonic),Take Your Breath Away (You Me at Six),0.9132082136107019
Psychic Chasm (Ozric Tentacles),Ghost in the Graveyard (A Sunny Day In Glasgow),0.9132078676497934
Right Now (Korn),Weve Got A Big Mess On Our Hands (The Academy Is...),0.9132056497879494
Who Are You Now (Sleeping with Sirens),Ignorance (Paramore),0.913205224378075
$300 (Soul Coughing),Losing Control (This Providence),0.9132046704328304
Smooth Modulator (A Static Lullaby),I Wanna Hear Another Fast Song (Saosin),0.913204504647404
No Hard Feelings (Bloodhound Gang),Center Stage (Capital Cities),0.913203602685526
Rat Is Dead (Rage) (Cansei de Ser Sexy),Getaway (Pearl Jam),0.9132030757031204
Happiness & The Fish (Our Lady Peace),The Sky Is Falling (Thrice),0.9132014761987317
Macho Nachos (Mad Caddies),I Surrender (A Day to Remember),0.9131995267570184
Hurry (The Starting Line),Tell Me a Lie (One Direction),0.9131980224736188
Angry Nerd Rock (The Ataris),Here I Go Again (Whitesnake),0.9131975176303484
Sexual Revolution (Macy Gray),Killing Birds (Chris Cornell),0.9131972953340121
This Ones For The Girls (Martina McBride),Velvet Snow (Kings of Leon),0.9131942637219693
Breath of Ghosts (Assemblage 23),Recoil (Flesh Field),0.9131937254975926
Sail On (Masterplan),Only Happy When It Rains (Garbage),0.913193633148544
Cryin (Aerosmith),Cherokee (Europe),0.9131928107263239
Halfway Gone (Lifehouse),Nicotine (Panic! at the Disco),0.9131923905866506
Mutants Of War (Municipal Waste),Cry of the Brave (DragonForce),0.9131906901153202
Rub You The Right Way (Johnny Gill),The Pizza Song (The Bouncing Souls),0.9131906395805222
Better (Hoobastank),Graduate (Third Eye Blind),0.9131896432857243
Modern Morbid Prophecies (Dead Poetic),The Resolution (Jack's Mannequin),0.9131890784879121
Só Por Uma Noite (Charlie Brown JR.),Do You Right (311),0.9131857114440153
Niech... (Habakuk),You Make Me Feel Like Dancing (Leo Sayer),0.913184891643932
One Night Stand (The Pipettes),Youre So Damn Hot (OK Go),0.9131843384771101
I Found the End (Broadcast),Early Till Late (Cantoma),0.9131807059027377
Cast Me Aside (Drowning Pool),Koi no Dependence (アンティック-珈琲店-),0.9131806162960472
Phoney Smiles & Fake Hellos (Black Label Society),I Really Hope (The Cranberries),0.9131776810599301
Lead Me On (Teena Marie),Funeral Face (Suburban Kids with Biblical Names),0.9131766639912879
Taper Jean Girl (Kings of Leon),Turn Your Back (Billy Talent),0.9131763479016648
Fat Lip (Sum 41),Jabberjaw (Phantom Planet),0.9131743995201559
Fate in Motion (Soilwork),You Should Know (Dead by April),0.9131732374927283
Seasonspeech (Elvenking),Violent Mood Swings (Spineshank),0.9131723808589405
Stay With You (Goo Goo Dolls),To The End Of The World (Dragonland),0.9131714140269921
Hidden Agenda (Pitchshifter),When Distance Is The Closest Reminder (36 Crazyfists),0.913165124917362
Deeper Into You (TRUSTcompany),The Idiot Box (Shadows Fall),0.9131637431169859
Sunrise in Eden (Edenbridge),Colony Collapse (Architects),0.913162484659403
Slice (µ-Ziq),She Will Be Loved (Maroon 5),0.9131614949856564
Keep It In The Family (Anthrax),Mybestfriends.com (Heaven Shall Burn),0.9131612242138292
Watershed (Coal Chamber),Drunk Girls (LCD Soundsystem),0.9131601566573958
Inferior And Full Of Anxiety (Eyehategod),The Dance (Within Temptation),0.9131595500026736
Cast Me Aside (Drowning Pool),Our Velocity (Maxïmo Park),0.913156766943782
Down Under (Men at Work),Du (Cro),0.9131535364480768
Not Falling Apart (Maroon 5),Shut It Down (Pitbull),0.9131517275397892
The Savage Union (Edguy),Hammer and Life (Exodus),0.9131509230988655
Secret Valentine (We the Kings),Room to Breathe (You Me at Six),0.9131468096690158
I Only Want to Be With You (Me First and the Gimme Gimmes),Explodiert (Bosse),0.9131450791823704
Hell Hath No Fury Like a Woman Scorned (Angtoria),Imitation is the Sincerest Form of Battery (Every Time I Die),0.9131387722211365
Dead Living (Sugarcult),Definition Of Destiny (Billy Talent),0.9131372861646084
Left Coast Envy (The Starting Line),Queer (Garbage),0.913136171791865
If I Found Out (Athlete),Crooked Teeth (Death Cab for Cutie),0.9131353544498361
Loose Nuts On The Veladrome (Liars),Swim Until You Cant See Land (Frightened Rabbit),0.9131340530131266
Wherever You Will Go (The Calling),Like A Prayer (Jay Smith),0.9131335871178959
Moje Eldorado (Varius Manx),Cells (The Servant),0.9131335360623897
Story Of The Blues (Gary Moore),Paradise (Coldplay),0.913133212680045
Shoot Me Again (Metallica),Human Strain (Slayer),0.9131311980244526
