index,name,artist,spotify_preview_url,tags,year,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,speed,song
19768,The Scarecrow,Avantasia,https://p.scdn.co/mp3-preview/402dabeafba24b1d759e55e1e123235bf0dcce92?cid=774b29d4f13844c495f206cafdad9c86,"['heavy metal', 'power metal', 'symphonic metal']",2008,0.237,0.871,0.8058338461538462,Minor,0.0402,0.0015,0.00292,0.132,0.293,0.42275890596518984,The Scarecrow (Avantasia)
21134,Entourage,Omarion,https://p.scdn.co/mp3-preview/201a0736987d97a42af8071169fddbae123d9ac5?cid=774b29d4f13844c495f206cafdad9c86,"['soul', 'rnb', 'male vocalists']",2008,0.783,0.797,0.7912861538461539,Minor,0.0576,0.0181,0.0,0.277,0.804,0.5005613814985023,Entourage (Omarion)
31608,Two Ways Out,Darker My Love,https://p.scdn.co/mp3-preview/7db2d50f9d659da89abdb9efd3ebf99705f5a778?cid=774b29d4f13844c495f206cafdad9c86,"['alternative', 'psychedelic', 'techno', 'indie pop', 'psychedelic rock']",2008,0.514,0.833,0.7663753846153846,Major,0.0439,0.000231,0.0196,0.316,0.216,0.5365625269894951,Two Ways Out (Darker My Love)
42602,Fool for You,Duffy,https://p.scdn.co/mp3-preview/9a6b181753b7d1b84e79c75267e0b8f0b5c85ffd?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'soul']",2008,0.484,0.728,0.7618215384615384,Major,0.0353,0.0888,6.11e-06,0.234,0.447,0.4774242816816899,Fool for You (Duffy)
44844,All Hell Is Breaking Loose,London Elektricity,https://p.scdn.co/mp3-preview/e6362ab2a4976acb9ed2c0eb6ee8453dbfee81b6?cid=774b29d4f13844c495f206cafdad9c86,['drum and bass'],2008,0.482,0.944,0.7638892307692308,Major,0.0492,0.000234,0.534,0.119,0.754,0.7863795666225744,All Hell Is Breaking Loose (London Elektricity)
3584,Kelsey,Metro Station,https://p.scdn.co/mp3-preview/527f51e048c9f766b0181fe0d72509f3f04fc5a1?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'dance', 'love', 'synthpop']",2008,0.627,0.82,0.7954707692307693,Major,0.0327,0.00679,0.0,0.214,0.532,0.5454537189819676,Kelsey (Metro Station)
42820,Film Critiques and Militia Men,The Red Chord,https://p.scdn.co/mp3-preview/454149c12de792b57fa25f82ae302a0d8ad58e3d?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'metalcore', 'grindcore', 'avant garde']",2008,0.296,0.985,0.7758030769230769,Minor,0.194,7.05e-05,0.000223,0.129,0.14,0.4974567372598219,Film Critiques and Militia Men (The Red Chord)
16169,Wild Dogs,Toxic Holocaust,https://p.scdn.co/mp3-preview/ee418563571750693ee7b6bb71423ee6bb5b5851?cid=774b29d4f13844c495f206cafdad9c86,"['black metal', 'thrash metal']",2008,0.207,0.946,0.7744738461538462,Major,0.112,6.32e-06,0.889,0.357,0.725,0.8579818448768824,Wild Dogs (Toxic Holocaust)
21796,Kalinka,The Red Army Choir,https://p.scdn.co/mp3-preview/47dc0cd28192ffa3dbb27cf4dfc336c9e628bd2a?cid=774b29d4f13844c495f206cafdad9c86,"['classical', 'russian']",2008,0.233,0.832,0.6834707692307692,Minor,0.0979,0.862,0.0156,0.977,0.393,0.3112917229184565,Kalinka (The Red Army Choir)
50071,Will It Grow,Jakob Dylan,https://p.scdn.co/mp3-preview/9cfcdefe4beb981c31f169d8f310c0f6bed14236?cid=774b29d4f13844c495f206cafdad9c86,"['singer songwriter', 'acoustic']",2008,0.696,0.527,0.6472861538461538,Minor,0.0331,0.622,0.000212,0.153,0.437,0.6294518461951062,Will It Grow (Jakob Dylan)
46534,Der Panther,Rantanplan,https://p.scdn.co/mp3-preview/dd04dd44049e4143ab29dbeeb5d6f82da986c995?cid=774b29d4f13844c495f206cafdad9c86,['ska'],2008,0.552,0.581,0.7565292307692308,Minor,0.0452,0.0372,2.92e-05,0.0626,0.548,0.5721863877487011,Der Panther (Rantanplan)
29823,Adventures In Solitude,The New Pornographers,https://p.scdn.co/mp3-preview/1a090823d43c5382b58e8f8e1bb3e3309dc7c4b3?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie rock', 'piano', 'chill']",2008,0.7,0.373,0.7405784615384615,Major,0.0307,0.786,0.00258,0.0933,0.35,0.527098589500575,Adventures In Solitude (The New Pornographers)
21296,I Wanna Be Your Limousine,Black Kids,https://p.scdn.co/mp3-preview/f8dc4bcb0f7792924e02b35d55cd0c0fe716d229?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'chillout', 'indie pop', 'synthpop']",2008,0.706,0.725,0.7769353846153846,Minor,0.0415,0.00282,0.000122,0.313,0.873,0.5364034310182597,I Wanna Be Your Limousine (Black Kids)
38781,Small Hours,John Martyn,https://p.scdn.co/mp3-preview/9f5e2b41bdcff66a1e7640f448bad5b542461b66?cid=774b29d4f13844c495f206cafdad9c86,"['folk', 'singer songwriter', 'beautiful', 'guitar']",2008,0.218,0.0451,0.36086153846153846,Major,0.0373,0.91,0.597,0.191,0.101,0.6998268126713123,Small Hours (John Martyn)
46109,One More Wont Hurt,Houston Calls,https://p.scdn.co/mp3-preview/b16d98de2001c30b9bf51c17b49608e51995c864?cid=774b29d4f13844c495f206cafdad9c86,"['alternative rock', 'punk', 'ska']",2008,0.479,0.803,0.79264,Major,0.0396,0.0276,0.0,0.233,0.855,0.7497374916474616,One More Wont Hurt (Houston Calls)
45110,Supersized,Danny Byrd,https://p.scdn.co/mp3-preview/5d76347d6e7cb66f3ad9ae27296cb5def42abe6b?cid=774b29d4f13844c495f206cafdad9c86,['drum and bass'],2008,0.451,0.94,0.7702892307692307,Minor,0.0443,0.000292,0.711,0.136,0.548,0.8092121112944503,Supersized (Danny Byrd)
11109,Two Silver Trees,Calexico,https://p.scdn.co/mp3-preview/34004c9198101e95422037cc390b69451153f887?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'ambient', 'chillout', 'american', 'mellow']",2008,0.647,0.461,0.6870646153846154,Minor,0.0278,0.359,0.0948,0.331,0.574,0.4923247557876842,Two Silver Trees (Calexico)
47714,Black Stone Heart,Bauhaus,https://p.scdn.co/mp3-preview/173001d58ea7d663f22f41dc186513c3afbe4609?cid=774b29d4f13844c495f206cafdad9c86,['post punk'],2008,0.514,0.777,0.7862892307692307,Major,0.0345,0.00228,0.000111,0.0861,0.606,0.6294200270008591,Black Stone Heart (Bauhaus)
40920,I Wonder Who Is Like This One,Hello Saferide,https://p.scdn.co/mp3-preview/2c0bc7221c5e629da51d4335c8a4fd90ef6abdd6?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'pop', 'female vocalists', 'folk', 'acoustic', 'swedish']",2008,0.441,0.341,0.6211692307692308,Major,0.0346,0.905,6.18e-06,0.108,0.286,0.6023055279031605,I Wonder Who Is Like This One (Hello Saferide)
29865,While We Go Dancing,White Rabbits,https://p.scdn.co/mp3-preview/f7413540349d2a216a6b1636d084238f6cb6c7d6?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie rock', 'piano']",2008,0.554,0.805,0.8243199999999999,Minor,0.037,0.00195,0.00338,0.103,0.736,0.909333478792507,While We Go Dancing (White Rabbits)
334,So What,P!nk,https://p.scdn.co/mp3-preview/15d78c96fe38f1757b1044750c7224bfa0ecb01e?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'pop', 'female vocalists', 'dance', 'pop rock']",2008,0.539,0.87,0.8338215384615385,Minor,0.0462,0.000283,1.4e-06,0.311,0.48,0.5728091348361084,So What (P!nk)
6082,Miss Independent,Ne-Yo,https://p.scdn.co/mp3-preview/ca49f805cb8df9554caa3352b9de8aa74ffa4a61?cid=774b29d4f13844c495f206cafdad9c86,"['pop', 'soul', 'hip hop', 'rnb', 'male vocalists']",2008,0.651,0.702,0.7792984615384615,Major,0.162,0.449,0.0,0.261,0.742,0.7817066906674304,Miss Independent (Ne-Yo)
2392,We Carry On,Portishead,https://p.scdn.co/mp3-preview/605516ea5f60ce2470351fc11fe94d0268a550d8?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'alternative', 'female vocalists', 'experimental', 'british', 'psychedelic', 'trip hop']",2008,0.56,0.913,0.7848615384615384,Major,0.0353,0.502,0.582,0.295,0.414,0.5772729132290573,We Carry On (Portishead)
14127,The Switch and the Spur,The Raconteurs,https://p.scdn.co/mp3-preview/5790949b003999c4da9bce128f82262068a3ab6e?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'alternative rock', 'indie rock', '00s']",2008,0.444,0.822,0.8136369230769231,Major,0.0322,0.0248,0.0703,0.382,0.457,0.4945884641784057,The Switch and the Spur (The Raconteurs)
31055,Hold Heart,Emilíana Torrini,https://p.scdn.co/mp3-preview/7d5df2ef5a14482d1ec39d361626df5e973167c8?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'chillout', 'trip hop']",2008,0.63,0.181,0.6510769230769231,Minor,0.0458,0.901,0.000813,0.107,0.238,0.5789456937266186,Hold Heart (Emilíana Torrini)
16362,Stigma Diabolicum,Belphegor,https://p.scdn.co/mp3-preview/7770904083689218126fef1d0a336995a1b195ad?cid=774b29d4f13844c495f206cafdad9c86,"['black metal', 'death metal']",2008,0.45,0.988,0.8843815384615384,Major,0.104,9.35e-06,0.718,0.213,0.0999,0.5233211965835276,Stigma Diabolicum (Belphegor)
32260,Next of Kin,Surkin,https://p.scdn.co/mp3-preview/060de2bbaffa6ef4600b20174c28b6abd90167c7?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'electro', 'french']",2008,0.542,0.928,0.7783384615384615,Minor,0.408,0.0603,2.8e-05,0.135,0.247,0.5001022759815086,Next of Kin (Surkin)
7544,They Say,Scars on Broadway,https://p.scdn.co/mp3-preview/12c7c93bec62b0081a995c673d08df46635d10e2?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'metal', 'alternative rock', 'hard rock']",2008,0.469,0.991,0.8823138461538462,Major,0.0475,0.00162,1.43e-06,0.0826,0.46,0.635315669134927,They Say (Scars on Broadway)
559,I Want You,Kings of Leon,https://p.scdn.co/mp3-preview/8d1707a201d5eaf14567c7b652507edb2db3180a?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'indie', 'alternative rock', 'indie rock', 'male vocalists', '00s']",2008,0.705,0.643,0.75232,Major,0.0276,0.115,0.000763,0.111,0.384,0.450914347274686,I Want You (Kings of Leon)
40459,Nowheres Nigh,Parts & Labor,https://p.scdn.co/mp3-preview/3eb42539883604bbfe2cb90858bbdf14352718bc?cid=774b29d4f13844c495f206cafdad9c86,"['indie rock', 'noise']",2008,0.305,0.958,0.8013046153846153,Major,0.278,0.00465,0.759,0.189,0.113,0.783065824821699,Nowheres Nigh (Parts & Labor)
16450,In the Name of Science,Toxic Holocaust,https://p.scdn.co/mp3-preview/8a94dad037524542fab89d96f8d1b67079e28b0f?cid=774b29d4f13844c495f206cafdad9c86,"['black metal', 'thrash metal']",2008,0.159,0.974,0.7873476923076923,Minor,0.1,5.72e-06,0.717,0.322,0.418,0.9045833276513344,In the Name of Science (Toxic Holocaust)
112,Violet Hill,Coldplay,https://p.scdn.co/mp3-preview/d1203aa08085a764cc2d494e48f6aaf58b244e59?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'indie', 'pop', 'alternative rock', 'british', '00s', 'britpop']",2008,0.332,0.587,0.7191138461538461,Minor,0.0362,0.0571,0.00162,0.0864,0.109,0.34569736309791677,Violet Hill (Coldplay)
8511,Where Is Your God?,Amon Amarth,https://p.scdn.co/mp3-preview/a51f68f7fe4f596519d739b306a93032548ad157?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'death metal', 'melodic death metal']",2008,0.354,0.995,0.805243076923077,Major,0.19,6.86e-05,0.0132,0.276,0.129,0.7954480369829949,Where Is Your God? (Amon Amarth)
35299,Nineteen Fifty Eight,A Day to Remember,https://p.scdn.co/mp3-preview/3f6a5b7bfef804c4e09d7b3fa35c9842a3f3072d?cid=774b29d4f13844c495f206cafdad9c86,"['post hardcore', 'screamo']",2008,0.231,0.966,0.7936246153846154,Major,0.241,0.0018,1.11e-05,0.353,0.274,0.7174182814907747,Nineteen Fifty Eight (A Day to Remember)
20000,If I Cut My Hair Hawaii Will Sink,Chiodos,https://p.scdn.co/mp3-preview/6403a3f6230a6ec94c2d012b597bd2974a50de3a?cid=774b29d4f13844c495f206cafdad9c86,"['hardcore', 'emo', 'post hardcore', 'screamo']",2008,0.571,0.746,0.7500061538461539,Minor,0.101,0.00172,0.00577,0.0453,0.241,0.7274913292695677,If I Cut My Hair Hawaii Will Sink (Chiodos)
44780,Is It Worth It,Chase & Status,https://p.scdn.co/mp3-preview/e804b19ae2499b67c5c5e6565f1f105aac187f3b?cid=774b29d4f13844c495f206cafdad9c86,['drum and bass'],2008,0.353,0.907,0.7733907692307692,Major,0.0613,0.00107,0.123,0.0931,0.0453,0.5303441473137782,Is It Worth It (Chase & Status)
14254,Gold Digger,Kanye West,https://p.scdn.co/mp3-preview/32a14fb5e7a1f6aac204175c65c7067c9b5e0075?cid=774b29d4f13844c495f206cafdad9c86,"['dance', 'rap', 'hip hop', 'rnb']",2008,0.631,0.697,0.7724799999999999,Minor,0.372,0.0169,0.0,0.0682,0.618,0.42424986249562485,Gold Digger (Kanye West)
22217,75 Bars (Blacks Reconstruction),The Roots,https://p.scdn.co/mp3-preview/636cb5cad840acc22e878aca11758cd6f2631e04?cid=774b29d4f13844c495f206cafdad9c86,"['rap', 'hip hop']",2008,0.71,0.971,0.8450707692307693,Major,0.287,0.11,0.0,0.357,0.51,0.491824739878087,75 Bars (Blacks Reconstruction) (The Roots)
41304,Too Bright To See Too Loud To Hear,Underoath,https://p.scdn.co/mp3-preview/42e69571c103ba2bee1ab506f0107a886d9624a1?cid=774b29d4f13844c495f206cafdad9c86,"['metalcore', 'post hardcore', 'screamo']",2008,0.451,0.814,0.7611076923076924,Minor,0.0705,0.0179,0.115,0.0687,0.257,0.5460901028669094,Too Bright To See Too Loud To Hear (Underoath)
26756,To Live Forever,Dream Theater,https://p.scdn.co/mp3-preview/2ba35ac1829e490ff43fc0c0a916024d68bb5768?cid=774b29d4f13844c495f206cafdad9c86,"['progressive rock', 'progressive metal']",2008,0.527,0.768,0.7487507692307692,Major,0.029,0.0364,6.69e-06,0.14,0.186,0.47277413372243665,To Live Forever (Dream Theater)
42050,Where The Streets Have No Name,Tony Allen,https://p.scdn.co/mp3-preview/1c4454893843f0c3636da7abf3a4a1a545352d73?cid=774b29d4f13844c495f206cafdad9c86,['cover'],2008,0.458,0.774,0.7069784615384616,Major,0.0472,0.0422,0.000137,0.309,0.676,0.5536948902919638,Where The Streets Have No Name (Tony Allen)
32160,The Enemy Are The Future,Late of the Pier,https://p.scdn.co/mp3-preview/5f51fe7fc101d9b636a9f947124c89a9d833c1a7?cid=774b29d4f13844c495f206cafdad9c86,"['alternative', 'indie', 'british', 'electro']",2008,0.475,0.68,0.7466830769230769,Major,0.0713,0.00424,0.0198,0.0862,0.299,0.6179423890760162,The Enemy Are The Future (Late of the Pier)
15751,Rome 64 C.E.,Behemoth,https://p.scdn.co/mp3-preview/14000713b7e6e67e18ed7fc3cdf9f0ec1a7005f1?cid=774b29d4f13844c495f206cafdad9c86,"['instrumental', 'black metal', 'death metal', 'polish']",2008,0.421,0.926,0.7405538461538462,Major,0.0749,4.69e-05,0.866,0.632,0.136,0.5192483397199001,Rome 64 C.E. (Behemoth)
2535,A&E,Goldfrapp,https://p.scdn.co/mp3-preview/05bffb86677528cdc7113b75fd8560c1d358d13e?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'alternative', 'pop', 'female vocalists', 'british', 'chillout', 'trip hop', 'beautiful', 'mellow']",2008,0.559,0.502,0.7182523076923076,Major,0.0247,0.632,0.247,0.109,0.224,0.4817289641034033,A&E (Goldfrapp)
2567,In My Arms,Kylie Minogue,https://p.scdn.co/mp3-preview/97e49fc856c3765c3d1fa172df4a35e9f8fabe76?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'pop', 'female vocalists', 'dance']",2008,0.461,0.952,0.8171323076923076,Minor,0.0471,0.000727,0.0156,0.376,0.534,0.5820730659611897,In My Arms (Kylie Minogue)
35055,Angel In The Swamp,Story of the Year,https://p.scdn.co/mp3-preview/9cc878a0aa23cc6cdfbd2e8f78c6ea49991024dd?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'punk rock', 'emo', 'screamo']",2008,0.36,0.91,0.7669661538461539,Major,0.0746,0.0052,0.0,0.0522,0.336,0.7357325005795639,Angel In The Swamp (Story of the Year)
43384,R4TB3LLY,Heavy Heavy Low Low,https://p.scdn.co/mp3-preview/e3640d43d76d6e0b06c9dbc9b9ec4c4fbfc5b6a1?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'black metal', 'hardcore', 'metalcore', 'post hardcore', 'grindcore']",2008,0.419,0.901,0.79904,Major,0.245,0.154,8.94e-06,0.16,0.143,0.49760674203270105,R4TB3LLY (Heavy Heavy Low Low)
31301,Council Estate,Tricky,https://p.scdn.co/mp3-preview/a9f21f8f9c0d36bdd072fc795617920bcc0dff06?cid=774b29d4f13844c495f206cafdad9c86,"['trip hop', 'downtempo']",2008,0.555,0.967,0.8431261538461539,Minor,0.124,0.0125,0.000185,0.237,0.769,0.6816853263512931,Council Estate (Tricky)
41001,Broken World,Millencolin,https://p.scdn.co/mp3-preview/5647dced047b80ff10456fa4cfedb9919395849b?cid=774b29d4f13844c495f206cafdad9c86,"['punk', 'punk rock', 'swedish']",2008,0.553,0.978,0.8131200000000001,Major,0.0687,0.000111,2.96e-06,0.335,0.535,0.6593800711840831,Broken World (Millencolin)
18716,Exalt,Whitechapel,https://p.scdn.co/mp3-preview/b210fbe93bb40fc183005ea65f7c56d3849fbd87?cid=774b29d4f13844c495f206cafdad9c86,['death metal'],2008,0.335,0.993,0.803076923076923,Minor,0.211,0.000228,0.0111,0.586,0.102,0.486188196897174,Exalt (Whitechapel)
3088,Delta Bay,Empire of the Sun,https://p.scdn.co/mp3-preview/3fd24773c2194e1a12a8866428704711e75f250d?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'dance', 'synthpop']",2008,0.612,0.942,0.82592,Major,0.0548,0.0298,0.12,0.191,0.537,0.5967098953148509,Delta Bay (Empire of the Sun)
33203,Tell It to Me,Old Crow Medicine Show,https://p.scdn.co/mp3-preview/731fd80c359a1441703b9799df6e544390b78882?cid=774b29d4f13844c495f206cafdad9c86,['country'],2008,0.379,0.897,0.7813907692307692,Major,0.222,0.775,0.0,0.945,0.801,0.7849022468896738,Tell It to Me (Old Crow Medicine Show)
45043,Take U There,Chase & Status,https://p.scdn.co/mp3-preview/4428c05b24ec4a3558824a1e7944464178272f9f?cid=774b29d4f13844c495f206cafdad9c86,['drum and bass'],2008,0.579,0.74,0.7414646153846154,Minor,0.0704,0.00298,0.00357,0.135,0.493,0.7864386594118904,Take U There (Chase & Status)
11909,Headless Horseman,The Microphones,https://p.scdn.co/mp3-preview/c013329b2e2465e7c91065183617fc90b22efaed?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'experimental', 'folk', 'chillout', 'acoustic', 'psychedelic', 'post rock', 'downtempo', 'love', '00s', 'mellow', 'chill']",2008,0.596,0.174,0.4550153846153846,Major,0.0691,0.962,0.0894,0.104,0.0748,0.4549235657498193,Headless Horseman (The Microphones)
8068,Free Will Sacrifice,Amon Amarth,https://p.scdn.co/mp3-preview/394845e7db33baff1624c85edd24ffc2a828a425?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'death metal', 'melodic death metal']",2008,0.389,0.991,0.7868061538461538,Major,0.0667,4.49e-05,0.106,0.184,0.385,0.7776247426054466,Free Will Sacrifice (Amon Amarth)
35291,This Isnt the End,A Skylit Drive,https://p.scdn.co/mp3-preview/f9ab7612619c97eadcb39856ca1a3a9cd307a16e?cid=774b29d4f13844c495f206cafdad9c86,"['post hardcore', 'screamo']",2008,0.358,0.974,0.857083076923077,Major,0.0789,0.00294,0.0,0.143,0.412,0.7045906006100194,This Isnt the End (A Skylit Drive)
2362,Say You Will,Kanye West,https://p.scdn.co/mp3-preview/678748bdc65f94af4eba9888d3451f89ca12f90e?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'pop', 'dance', 'chillout', 'hip hop', 'rnb', 'downtempo', '00s', 'chill']",2008,0.601,0.396,0.6634092307692308,Minor,0.03,0.562,0.158,0.108,0.352,0.7843795029841858,Say You Will (Kanye West)
49911,Windstill,Nachtgeschrei,https://p.scdn.co/mp3-preview/1b515d6aed0fbc7bbad877648b718d1f49c269af?cid=774b29d4f13844c495f206cafdad9c86,['german'],2008,0.278,0.937,0.8517661538461538,Minor,0.0476,0.00184,0.0001,0.0636,0.345,0.673071415908688,Windstill (Nachtgeschrei)
33168,Hey Good Lookin,Hank Williams,https://p.scdn.co/mp3-preview/487e32fa6c34ce8f94985b458f5a2862753512a7?cid=774b29d4f13844c495f206cafdad9c86,['country'],2008,0.786,0.272,0.6235076923076923,Major,0.0398,0.859,0.0,0.308,0.875,0.6414295000295465,Hey Good Lookin (Hank Williams)
24950,Back Here,BBMak,https://p.scdn.co/mp3-preview/cb68cfbd91b554bd5177c3d819dbb075938fae51?cid=774b29d4f13844c495f206cafdad9c86,"['pop', 'acoustic', 'britpop']",2008,0.622,0.935,0.8322707692307693,Major,0.0329,0.0722,4.79e-06,0.0524,0.935,0.47626515389126023,Back Here (BBMak)
2868,This Trumpet in My Head,Lykke Li,https://p.scdn.co/mp3-preview/a6de7464a0b694c49dd977e52682f0f4aaf01394?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'pop', 'female vocalists', 'singer songwriter', 'acoustic', 'indie pop', 'beautiful', 'swedish']",2008,0.44,0.255,0.5260307692307692,Minor,0.0515,0.879,0.719,0.294,0.379,0.6268563090643793,This Trumpet in My Head (Lykke Li)
49899,Of Sacrifice Loss and Reward,Kiuas,https://p.scdn.co/mp3-preview/82a1345a8dd4c2f3ad1de6f799a17c66e0f1a227?cid=774b29d4f13844c495f206cafdad9c86,['power metal'],2008,0.513,0.992,0.8026830769230769,Minor,0.121,0.00099,0.00012,0.274,0.322,0.47746973767347145,Of Sacrifice Loss and Reward (Kiuas)
8826,Flite,The Cinematic Orchestra,https://p.scdn.co/mp3-preview/787674c5e5d4120ab90644b18ec281caff8fa163?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'jazz', 'instrumental', 'chillout', 'downtempo', 'lounge', 'chill']",2008,0.322,0.571,0.5431630769230769,Minor,0.0659,0.606,0.883,0.708,0.177,0.7719518348311083,Flite (The Cinematic Orchestra)
17057,With A Heavy Heart (I Regret To Inform You),"Does It Offend You, Yeah?",https://p.scdn.co/mp3-preview/73217b2b93693bff7a8b5b9eab7c42ec65f16013?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'dance', 'electro', '00s']",2008,0.653,0.934,0.8418707692307692,Major,0.12,0.000269,0.00658,0.0377,0.291,0.5907097043996854,"With A Heavy Heart (I Regret To Inform You) (Does It Offend You, Yeah?)"
29839,The Resolution,Jack's Mannequin,https://p.scdn.co/mp3-preview/758b94cfc35daa4830959ddb0766834bf0c643ff?cid=774b29d4f13844c495f206cafdad9c86,"['piano', 'emo']",2008,0.366,0.919,0.7937723076923077,Major,0.0815,0.000278,0.0,0.082,0.49,0.8551999381798512,The Resolution (Jack's Mannequin)
17181,Outta My Head (Ay Ya Ya),Ashlee Simpson,https://p.scdn.co/mp3-preview/229e5ea2a65c8d61aab52e657be552f020f4f1f5?cid=774b29d4f13844c495f206cafdad9c86,"['pop', 'female vocalists', 'dance', 'love', 'pop rock']",2008,0.805,0.701,0.8089599999999999,Minor,0.0495,0.0331,0.00827,0.0805,0.568,0.6271563186101377,Outta My Head (Ay Ya Ya) (Ashlee Simpson)
46790,Oktober,Bersarin Quartett,https://p.scdn.co/mp3-preview/d8c1b249b738441268a235dcc29f23a9fa99a507?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'ambient', 'downtempo']",2008,0.573,0.451,0.6735753846153846,Minor,0.031,0.429,0.832,0.105,0.224,0.659170973621888,Oktober (Bersarin Quartett)
11882,Aberinkula,The Mars Volta,https://p.scdn.co/mp3-preview/9fb4eb06d0936b0af8f7e99e7d2400498efb20c0?cid=774b29d4f13844c495f206cafdad9c86,"['experimental', 'progressive rock', 'psychedelic', 'psychedelic rock']",2008,0.241,0.99,0.8061538461538461,Major,0.17,0.000576,0.0521,0.435,0.116,0.6994677103362379,Aberinkula (The Mars Volta)
49997,Lille,Lisa Hannigan,https://p.scdn.co/mp3-preview/aa7e28517f430567137ee1ec9cdf9705d4023e61?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'folk', 'singer songwriter', 'acoustic']",2008,0.391,0.218,0.5492923076923076,Major,0.0346,0.818,0.00529,0.111,0.198,0.7725291259267341,Lille (Lisa Hannigan)
46415,La Luz Del Ritmo,Los Fabulosos Cadillacs,https://p.scdn.co/mp3-preview/550b2637fc80f397770184aeb6bfeb93a0f85244?cid=774b29d4f13844c495f206cafdad9c86,['ska'],2008,0.656,0.898,0.8167630769230768,Major,0.0615,0.0871,0.087,0.073,0.784,0.6733259694626648,La Luz Del Ritmo (Los Fabulosos Cadillacs)
40706,Pretty In Pink,The Dresden Dolls,https://p.scdn.co/mp3-preview/5cea49b02f74f65c297a00f48cc3989de05a686d?cid=774b29d4f13844c495f206cafdad9c86,['cover'],2008,0.518,0.856,0.7725784615384615,Major,0.0385,0.0494,0.173,0.058,0.668,0.6345065524812152,Pretty In Pink (The Dresden Dolls)
46897,A Break In The Clouds,James Holden,https://p.scdn.co/mp3-preview/26a190346f17c6eebd19510ca5cef63cf788b987?cid=774b29d4f13844c495f206cafdad9c86,['electronic'],2008,0.724,0.664,0.5926892307692307,Minor,0.0663,0.281,0.906,0.123,0.363,0.5727591332451487,A Break In The Clouds (James Holden)
3224,Crimewave (Crystal Castles vs HEALTH),Crystal Castles,https://p.scdn.co/mp3-preview/44672c7e5af267b8a565a2394eca9e77a094f48e?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'experimental', 'dance', 'electro', 'synthpop']",2008,0.751,0.675,0.7128615384615384,Minor,0.0413,0.185,0.0162,0.223,0.889,0.5454218997877206,Crimewave (Crystal Castles vs HEALTH) (Crystal Castles)
46377,Los Condenaditos,Los Fabulosos Cadillacs,https://p.scdn.co/mp3-preview/619206a8e6dbcbd07f2b0686d9dad66e38281d3a?cid=774b29d4f13844c495f206cafdad9c86,['ska'],2008,0.7,0.618,0.698633846153846,Minor,0.0408,0.184,5.12e-06,0.0542,0.696,0.6814353183964944,Los Condenaditos (Los Fabulosos Cadillacs)
49860,Watchmen of the Wild,Mithotyn,https://p.scdn.co/mp3-preview/6c5e784923b8bc5c5e923c50ecefd8cfa4737df7?cid=774b29d4f13844c495f206cafdad9c86,['black metal'],2008,0.121,0.893,0.7615753846153847,Major,0.0759,5.2e-06,0.909,0.339,0.136,0.4342910910801707,Watchmen of the Wild (Mithotyn)
12001,Stork & Owl,TV on the Radio,https://p.scdn.co/mp3-preview/e3c2170ed2ef16266a062f5f44b0af08513c532f?cid=774b29d4f13844c495f206cafdad9c86,"['alternative', 'indie', 'experimental', 'indie rock', 'chillout', 'downtempo', 'beautiful', '00s']",2008,0.366,0.48,0.7649230769230769,Major,0.0297,0.0193,1.42e-05,0.287,0.173,0.5398353583977672,Stork & Owl (TV on the Radio)
